FamilyMembers,FanHoursPerDay,RefrigeratorHoursPerDay,AirConditionerHoursPerDay,TelevisionHoursPerDay,MonitorHoursPerDay,WashingMachineHoursPerWeek,LightingHoursPerDay,City,Month,TariffRateINRPerKWh,MonthlyConsumptionKWh,ElectricityBillINR
6,9.3,24.0,4.5,4.1,2.2,4.3,6.9,Kolkata,8,7.5,475.7,3567.56
6,6.6,22.6,2.0,2.0,2.9,1.7,6.6,Chennai,5,8.3,274.8,2280.99
5,4.5,24.0,2.8,2.9,2.4,3.5,4.3,Jaipur,12,7.4,313.9,2322.98
3,4.9,18.5,2.9,0.3,3.9,6.0,4.4,Bengaluru,9,7.7,284.4,2189.99
5,5.8,19.4,0.6,1.6,1.0,4.2,3.9,Bengaluru,1,8.0,179.9,1438.87
2,8.3,19.4,4.9,2.7,3.3,2.4,2.3,Pune,4,8.0,365.4,2923.52
4,8.9,19.4,5.5,6.6,1.9,0.5,5.5,Pune,3,8.2,451.4,3701.55
5,5.2,15.3,4.7,3.4,3.1,1.0,5.2,Kolkata,2,7.7,362.5,2791.43
4,9.0,20.5,3.5,5.7,0.8,4.0,6.4,Bengaluru,8,7.7,355.0,2733.16
6,4.7,22.4,8.8,3.3,1.3,3.3,8.1,Pune,7,8.1,604.4,4895.25
2,5.5,18.0,9.9,1.4,7.3,5.7,4.7,Chennai,9,8.3,628.3,5215.06
3,3.4,17.3,2.1,4.6,1.2,3.1,8.5,Pune,2,8.0,247.7,1981.26
4,3.3,19.6,4.7,1.8,4.0,0.8,7.0,Mumbai,4,8.8,404.4,3558.93
2,4.7,22.4,2.8,2.7,1.9,2.7,8.8,Kolkata,6,7.7,318.1,2449.69
4,6.9,16.8,4.7,7.6,1.0,3.1,3.7,Ahmedabad,11,7.8,388.3,3028.8
5,4.5,24.0,4.6,4.7,3.1,2.4,8.3,Delhi,3,7.7,416.4,3206.55
2,10.7,16.1,2.8,1.9,1.3,3.0,4.7,Hyderabad,8,8.3,259.7,2155.65
5,4.7,18.3,0.7,5.0,4.0,3.6,4.4,Delhi,3,7.3,216.7,1581.8
1,7.5,23.4,3.8,1.6,2.8,0.0,5.9,Delhi,12,7.6,340.9,2590.74
2,10.3,22.9,1.5,0.0,5.7,2.0,4.3,Lucknow,2,7.4,242.2,1792.25
4,7.2,22.6,4.6,5.7,0.4,4.9,6.9,Ahmedabad,3,7.8,387.0,3018.65
1,6.1,17.9,6.8,4.1,3.6,5.4,7.7,Pune,11,8.2,496.1,4068.12
5,7.4,18.5,4.8,3.1,3.7,1.1,7.0,Lucknow,6,7.3,368.1,2687.03
5,5.6,17.4,1.2,0.2,1.0,1.1,5.9,Delhi,2,7.5,201.6,1511.99
4,4.5,19.0,9.2,2.9,1.7,4.1,8.4,Mumbai,8,8.9,589.8,5249.65
1,8.5,21.1,1.2,3.9,0.2,6.0,6.9,Hyderabad,1,8.3,233.1,1935.05
6,5.5,17.4,3.6,1.2,0.0,3.3,5.7,Delhi,7,7.6,327.7,2490.73
3,9.3,14.8,3.7,3.6,2.8,3.2,5.7,Bengaluru,2,8.1,342.9,2777.82
4,9.0,23.5,5.6,6.6,4.6,1.9,4.2,Ahmedabad,10,7.7,474.2,3651.25
5,7.4,19.5,0.8,4.0,2.7,4.5,4.1,Ahmedabad,12,7.6,221.1,1680.67
2,9.4,22.2,2.6,4.7,2.8,2.5,5.1,Ahmedabad,6,7.7,300.9,2316.76
1,5.6,19.1,1.5,2.6,0.4,5.4,3.9,Kolkata,12,7.8,208.8,1628.85
6,9.0,21.6,1.6,1.4,0.0,3.5,3.7,Kolkata,2,7.9,256.1,2022.83
3,8.9,24.0,1.2,2.4,3.7,3.4,4.2,Chennai,2,8.3,245.3,2035.61
2,6.2,16.6,1.5,5.6,1.7,1.8,8.1,Jaipur,10,7.6,234.8,1784.65
1,5.9,17.7,1.4,3.3,0.0,1.8,4.4,Hyderabad,8,7.9,204.4,1614.7
6,7.8,17.3,4.4,3.1,1.9,2.1,7.6,Lucknow,12,7.0,394.3,2759.85
4,11.9,24.0,6.5,2.5,3.5,2.9,4.7,Pune,2,7.8,486.9,3797.49
6,6.4,19.9,1.4,1.0,3.8,4.7,6.4,Delhi,7,7.7,245.2,1888.3
4,5.9,22.7,1.6,6.2,3.4,4.2,4.4,Jaipur,3,7.6,276.1,2098.47
1,9.9,12.1,4.1,3.1,1.6,2.3,6.4,Pune,8,7.8,323.6,2523.8
6,7.2,21.1,4.5,2.4,4.2,0.0,10.6,Lucknow,7,7.3,407.5,2974.87
3,9.2,18.9,1.1,3.7,3.0,1.9,4.6,Jaipur,8,7.4,223.3,1652.52
6,10.7,24.0,2.1,2.4,1.2,3.2,5.4,Pune,7,7.8,302.8,2361.75
1,2.2,22.0,1.9,4.1,0.8,3.3,3.6,Mumbai,11,8.8,242.7,2135.99
2,6.9,18.7,8.1,2.1,3.4,5.7,8.2,Kolkata,6,7.5,542.2,4066.8
2,6.4,24.0,1.3,3.7,4.7,5.1,8.5,Lucknow,7,7.3,278.1,2030.48
6,4.6,24.0,0.5,3.4,4.2,4.2,4.1,Hyderabad,5,8.1,219.7,1779.96
6,2.2,24.0,2.3,7.2,3.3,2.0,5.7,Bengaluru,7,8.1,300.0,2429.79
4,3.0,22.3,2.5,7.3,4.3,3.4,6.8,Mumbai,1,8.6,316.2,2719.19
1,7.3,19.2,3.0,5.1,7.7,3.8,6.1,Kolkata,1,7.8,317.8,2478.68
4,5.7,20.7,3.5,3.3,3.6,5.0,4.1,Ahmedabad,9,7.7,362.0,2787.55
3,5.0,18.7,11.1,5.1,3.3,1.5,4.1,Kolkata,5,7.8,685.6,5347.85
2,7.2,20.7,6.9,5.0,4.1,4.3,3.5,Jaipur,5,7.2,513.7,3698.65
5,5.3,18.2,1.6,2.6,4.5,3.9,8.0,Chennai,3,8.3,264.3,2193.33
5,10.2,19.5,2.6,0.2,0.3,2.2,7.3,Mumbai,5,8.6,284.8,2448.85
1,5.4,24.0,2.6,0.0,3.4,5.0,9.3,Ahmedabad,3,7.7,304.1,2341.26
1,10.8,20.9,3.4,3.3,5.0,0.2,4.0,Jaipur,9,7.5,339.0,2542.67
5,6.9,18.7,2.1,2.5,6.5,6.3,6.6,Lucknow,9,7.4,288.5,2135.19
1,5.4,16.7,5.2,2.4,3.0,5.0,6.3,Hyderabad,6,7.9,370.8,2929.63
2,5.2,19.7,1.7,1.9,2.1,2.7,6.7,Kolkata,1,7.7,249.6,1922.17
3,10.8,22.2,1.9,1.8,3.3,2.4,7.2,Lucknow,7,7.0,274.1,1918.72
3,8.7,20.4,2.4,4.8,1.7,2.9,12.0,Ahmedabad,7,7.6,308.5,2344.32
4,5.1,19.8,1.5,0.0,6.1,1.9,12.0,Jaipur,10,7.4,255.9,1893.84
2,7.3,21.3,0.6,4.7,4.0,2.7,6.7,Chennai,10,8.5,226.4,1924.49
1,1.1,21.2,10.2,2.9,2.9,4.2,9.2,Kolkata,4,7.5,634.1,4755.47
1,3.7,22.1,1.4,6.4,5.2,1.9,4.3,Hyderabad,8,8.1,220.8,1788.24
4,5.1,22.2,6.0,4.0,0.7,4.4,5.8,Chennai,6,8.3,460.3,3820.49
4,5.1,19.7,9.2,0.0,0.0,2.6,4.4,Pune,4,8.2,575.4,4718.62
1,10.0,19.6,5.0,0.0,3.8,4.6,6.5,Jaipur,4,7.5,366.3,2747.4
1,2.2,20.0,2.2,1.2,5.1,5.0,7.1,Lucknow,2,7.4,279.4,2067.8
2,3.4,21.7,3.6,4.0,2.7,1.5,10.6,Kolkata,2,7.8,302.1,2356.44
4,8.1,23.4,6.2,0.1,1.6,0.0,4.1,Kolkata,12,7.8,465.0,3627.0
2,7.6,19.0,11.1,3.7,1.1,3.2,8.7,Ahmedabad,4,7.8,623.2,4861.08
6,6.1,19.5,1.2,4.9,0.5,3.4,5.2,Hyderabad,5,8.2,249.1,2042.7
1,12.1,17.6,8.9,2.4,4.3,1.2,4.9,Bengaluru,8,7.9,580.0,4581.69
5,8.5,15.5,4.7,1.7,4.6,5.5,5.5,Pune,6,8.0,411.3,3290.47
5,10.1,16.3,5.8,0.0,4.8,2.5,10.0,Chennai,4,8.4,447.0,3754.63
6,6.9,17.0,3.2,6.5,3.0,4.0,2.1,Mumbai,11,8.6,329.1,2830.36
1,5.6,18.0,0.8,7.2,0.7,1.9,6.9,Mumbai,7,8.9,196.8,1751.35
4,5.7,21.4,2.3,5.9,1.6,0.8,8.3,Kolkata,8,7.5,266.7,2000.52
5,9.3,16.8,3.1,2.9,4.2,4.8,4.1,Ahmedabad,2,7.4,347.6,2572.1
4,8.9,20.1,2.0,3.4,0.9,1.6,7.1,Delhi,12,7.6,265.2,2015.33
5,6.5,22.5,6.2,4.9,2.8,4.2,4.6,Kolkata,7,7.9,486.6,3843.94
4,8.2,17.5,1.4,3.8,1.0,1.8,9.9,Mumbai,2,8.6,227.7,1957.91
5,9.4,18.5,2.6,0.0,1.6,2.7,3.4,Mumbai,2,8.6,269.9,2321.28
4,5.6,16.0,2.3,5.3,0.7,2.8,7.2,Pune,8,8.1,268.0,2171.16
6,6.1,17.1,1.9,5.9,3.0,3.0,5.1,Lucknow,2,7.2,270.4,1946.85
2,8.1,24.0,4.0,5.6,0.1,2.0,5.7,Delhi,11,7.7,402.6,3099.66
4,2.5,21.5,4.4,4.4,1.5,4.1,5.4,Kolkata,9,7.5,395.6,2966.87
2,8.2,24.0,2.1,5.4,4.7,4.4,8.2,Pune,12,8.1,308.1,2495.94
2,4.2,17.8,1.1,0.7,5.1,4.8,6.4,Ahmedabad,1,7.6,209.1,1589.38
1,9.4,24.0,2.2,3.3,4.3,2.3,3.2,Pune,9,8.2,292.0,2394.78
6,12.4,17.8,5.9,2.2,5.8,1.3,6.8,Kolkata,1,7.9,450.9,3561.91
2,5.3,18.5,1.5,6.4,0.4,3.3,6.6,Jaipur,10,7.6,238.6,1813.22
3,3.6,24.0,3.0,3.9,2.8,3.6,8.1,Bengaluru,10,8.1,318.0,2576.06
2,6.6,17.5,1.1,3.2,3.2,3.6,6.7,Kolkata,2,7.7,205.8,1584.99
4,6.3,24.0,2.4,1.5,6.9,5.3,3.0,Hyderabad,6,8.1,307.7,2492.23
2,8.7,19.9,2.5,1.4,2.5,3.2,8.4,Mumbai,6,9.0,289.4,2604.2
4,7.6,16.8,1.6,1.2,4.6,6.1,8.3,Delhi,1,7.5,249.3,1869.8
4,6.3,15.7,3.9,5.0,6.4,4.3,7.1,Delhi,7,7.5,358.3,2687.0
3,7.2,20.3,1.2,4.7,3.3,4.4,6.6,Lucknow,8,7.0,230.1,1610.63
2,4.2,16.6,3.5,4.0,2.1,3.1,6.8,Bengaluru,2,8.1,294.3,2384.07
2,9.1,19.1,9.7,5.1,2.2,2.5,8.3,Hyderabad,8,8.1,616.8,4996.06
5,11.0,14.3,3.6,1.9,0.0,2.1,8.8,Mumbai,9,8.6,297.8,2560.95
5,4.0,21.1,1.7,0.0,2.1,3.3,7.1,Delhi,6,7.6,260.7,1981.16
1,3.1,15.4,5.9,4.9,0.2,4.3,7.3,Hyderabad,5,8.2,382.2,3133.63
4,6.0,19.8,4.2,3.4,4.6,2.7,6.4,Pune,12,8.1,363.9,2947.66
3,3.9,15.8,5.7,5.2,0.0,2.4,10.8,Lucknow,9,7.4,423.9,3136.99
5,3.8,23.7,2.4,4.4,3.8,1.5,2.0,Kolkata,12,7.7,311.3,2396.94
2,3.5,13.7,4.3,3.4,5.3,3.8,4.7,Kolkata,11,7.8,345.5,2694.98
1,6.5,19.2,2.0,3.9,4.5,1.4,4.4,Jaipur,9,7.6,259.4,1971.74
3,6.0,21.7,1.9,6.3,2.0,3.6,10.2,Mumbai,1,8.6,315.3,2711.4
6,7.9,21.1,5.2,2.9,4.5,3.4,5.6,Hyderabad,11,7.9,412.6,3259.75
2,5.6,16.3,0.5,5.0,3.0,2.8,2.0,Chennai,3,8.3,173.5,1440.4
2,4.0,14.8,4.8,4.1,2.1,4.8,4.4,Delhi,9,7.5,370.6,2779.32
6,7.0,22.3,12.0,0.2,2.3,5.4,7.1,Ahmedabad,11,7.7,747.4,5755.33
4,4.4,19.6,2.8,0.9,3.9,0.0,6.1,Ahmedabad,2,7.6,281.2,2137.47
4,8.3,16.8,5.8,3.4,0.0,0.8,5.8,Kolkata,12,7.9,427.3,3375.42
5,2.8,22.5,4.9,2.5,2.0,3.9,6.4,Chennai,4,8.3,413.0,3427.99
5,1.6,18.3,14.0,1.6,3.7,5.5,8.3,Ahmedabad,4,7.7,846.6,6519.14
2,3.0,18.0,4.1,5.6,2.0,1.0,7.9,Bengaluru,2,7.9,350.9,2772.23
2,6.0,17.4,1.3,0.5,0.4,3.6,4.4,Bengaluru,3,7.7,185.9,1431.56
5,6.3,17.7,1.0,3.1,1.2,0.4,6.6,Mumbai,3,9.0,215.7,1941.06
6,7.3,17.6,0.9,1.8,3.3,0.2,9.1,Chennai,1,8.3,210.3,1745.15
5,5.6,21.0,3.1,6.5,4.0,6.1,6.5,Bengaluru,6,8.0,343.9,2751.36
2,4.9,24.0,1.1,8.5,5.2,3.6,4.9,Bengaluru,8,7.7,243.9,1877.68
3,10.6,15.8,1.6,2.9,4.6,0.7,3.7,Kolkata,12,7.8,233.3,1819.43
2,9.9,19.0,6.6,5.2,4.5,2.7,6.5,Ahmedabad,3,7.7,522.6,4024.16
3,9.5,19.5,10.0,6.0,0.0,1.8,5.6,Mumbai,5,8.8,659.4,5802.71
3,7.8,21.4,1.5,5.3,4.5,2.4,5.6,Hyderabad,1,8.3,247.4,2053.2
2,8.0,23.0,3.7,5.1,2.0,2.5,6.5,Pune,10,8.2,353.1,2895.61
1,5.0,19.5,2.0,0.0,0.1,3.3,4.7,Delhi,7,7.6,243.4,1849.57
5,7.4,18.1,0.9,5.9,4.1,3.7,8.6,Delhi,10,7.7,230.6,1775.86
4,4.7,21.7,5.0,4.2,3.4,2.0,5.9,Lucknow,1,7.4,372.4,2755.75
2,4.4,15.1,2.8,3.0,4.8,1.9,10.0,Pune,12,8.2,270.4,2217.23
3,3.0,13.6,2.0,3.3,1.9,3.6,8.1,Pune,11,7.8,247.3,1929.01
2,8.0,24.0,4.4,4.0,3.0,2.0,5.8,Delhi,9,7.3,417.3,3046.15
5,7.4,17.6,1.3,3.0,0.0,2.0,3.4,Delhi,8,7.3,217.3,1586.04
6,6.2,18.8,0.6,2.8,6.9,3.2,7.3,Hyderabad,7,7.9,215.6,1703.07
3,5.9,21.6,4.8,1.5,0.3,3.0,6.9,Chennai,10,8.3,349.3,2898.93
4,2.4,21.0,6.4,4.5,1.4,2.3,4.6,Chennai,7,8.4,459.3,3857.91
4,7.6,22.7,0.5,3.2,0.9,4.6,3.7,Hyderabad,5,8.1,206.9,1676.2
4,6.2,22.8,8.1,1.9,3.4,3.7,6.0,Ahmedabad,5,7.4,507.9,3758.3
6,9.2,15.7,8.6,3.7,1.3,6.0,6.5,Pune,11,8.0,541.3,4330.51
1,7.4,23.8,3.4,3.6,5.2,2.6,6.3,Jaipur,5,7.5,323.7,2427.95
3,8.8,21.5,4.7,4.5,3.6,4.1,6.0,Pune,1,8.1,408.5,3308.65
6,7.0,21.1,2.9,3.4,0.0,5.2,8.4,Lucknow,8,7.2,348.7,2510.69
3,7.5,21.3,4.9,4.7,4.6,1.7,4.7,Delhi,12,7.6,403.9,3069.69
6,9.3,13.3,2.6,3.0,4.8,2.5,9.8,Pune,11,7.8,294.3,2295.41
6,6.5,19.4,4.3,3.1,1.5,4.8,2.7,Delhi,1,7.5,411.7,3087.43
1,8.2,17.1,0.8,4.1,0.7,4.0,4.5,Pune,4,8.1,175.3,1419.82
3,5.9,16.7,1.5,4.3,3.8,3.0,3.6,Lucknow,9,7.0,230.3,1612.13
6,6.7,18.5,3.6,5.9,4.3,0.9,6.4,Ahmedabad,9,7.6,370.7,2816.95
1,11.0,22.5,2.1,5.6,1.0,1.1,6.8,Jaipur,5,7.5,287.0,2152.86
2,8.6,20.9,4.0,3.4,4.8,2.3,9.5,Bengaluru,4,8.1,343.8,2784.52
5,5.6,21.3,8.9,0.7,1.9,1.8,6.4,Hyderabad,3,8.2,628.2,5151.26
6,8.1,18.7,0.6,4.9,5.4,1.8,7.7,Hyderabad,3,7.9,233.3,1843.46
4,3.8,21.1,2.3,4.6,0.0,0.3,3.8,Jaipur,12,7.5,271.4,2035.67
1,6.4,19.4,2.7,3.9,1.5,1.0,3.2,Pune,5,8.0,259.2,2073.23
1,4.6,22.8,5.3,5.0,2.6,1.7,8.6,Bengaluru,10,7.7,464.3,3574.95
6,8.1,22.1,5.5,2.8,1.0,3.2,7.9,Lucknow,1,7.4,457.3,3383.79
1,6.5,20.5,8.1,0.3,2.9,2.5,6.5,Chennai,5,8.3,537.6,4462.01
2,7.7,17.6,2.7,1.8,2.3,3.1,4.2,Pune,6,8.2,285.1,2337.72
1,8.9,20.8,0.8,0.0,2.6,3.0,10.9,Ahmedabad,7,7.4,221.4,1638.62
5,5.8,20.7,2.1,4.4,2.2,0.4,7.7,Delhi,12,7.6,280.6,2132.43
5,5.9,20.4,2.6,3.4,0.4,4.6,4.6,Mumbai,9,8.6,296.8,2552.55
4,6.9,18.6,4.4,5.2,3.0,4.1,6.1,Pune,3,7.8,343.0,2675.02
2,4.8,18.0,4.3,5.0,2.7,3.1,3.1,Mumbai,2,9.0,339.4,3054.46
5,7.0,21.0,4.0,2.5,1.0,2.2,6.2,Pune,3,8.0,395.2,3161.4
6,7.1,17.4,5.8,1.9,5.5,5.0,5.1,Jaipur,12,7.5,425.9,3193.9
3,7.6,19.2,3.8,1.9,3.6,1.5,10.8,Mumbai,9,8.8,344.2,3029.01
3,8.0,21.8,1.5,7.3,4.4,4.5,7.5,Pune,12,8.0,262.8,2102.26
3,3.0,21.3,3.5,3.2,1.4,1.7,2.0,Hyderabad,7,8.2,325.4,2668.69
6,3.8,16.5,4.8,3.0,0.0,5.0,9.7,Mumbai,9,8.6,382.3,3288.03
1,4.1,20.9,6.0,4.1,6.5,3.7,6.8,Pune,2,8.0,444.5,3556.11
6,7.2,24.0,4.7,0.3,3.3,4.3,9.1,Chennai,5,8.1,403.4,3267.31
1,6.3,22.0,4.4,2.7,3.7,3.3,6.6,Delhi,4,7.6,383.7,2915.82
3,1.3,19.2,2.9,1.8,3.6,3.7,6.3,Chennai,2,8.5,310.0,2634.59
4,11.9,23.9,4.3,1.4,3.8,3.0,4.3,Bengaluru,9,8.1,367.3,2974.75
4,2.0,24.0,7.5,3.0,0.9,1.5,7.3,Pune,9,8.2,510.6,4186.73
1,7.1,22.6,7.4,3.6,0.9,4.6,8.2,Kolkata,6,7.5,512.1,3840.39
3,8.4,14.8,5.9,1.0,0.9,2.6,2.5,Ahmedabad,11,7.8,390.1,3043.02
6,5.2,21.9,1.1,2.8,4.1,3.1,4.4,Chennai,6,8.5,253.8,2157.48
4,8.6,24.0,3.6,3.7,0.6,0.6,3.5,Mumbai,8,8.9,366.6,3262.75
1,4.5,13.8,6.2,4.4,0.0,2.7,9.6,Jaipur,6,7.5,419.6,3146.72
6,7.4,22.8,7.8,3.0,1.7,3.6,8.2,Ahmedabad,1,7.8,535.8,4179.48
3,1.5,19.4,3.5,4.2,2.5,5.6,5.3,Kolkata,4,7.9,341.4,2696.92
2,9.9,23.9,0.4,2.8,2.9,2.9,8.2,Lucknow,7,7.0,215.3,1507.12
3,7.0,19.8,2.3,6.1,2.0,2.5,3.3,Pune,2,8.1,293.4,2376.47
3,3.0,21.0,1.8,4.6,4.0,2.0,6.6,Jaipur,9,7.4,289.2,2139.93
6,8.6,21.1,1.1,2.2,5.3,2.0,7.9,Pune,8,8.0,252.0,2015.66
6,11.1,22.1,1.9,2.5,3.1,5.7,4.9,Bengaluru,8,7.7,298.2,2296.12
5,4.7,21.3,2.6,4.3,5.3,1.4,6.0,Kolkata,7,7.7,297.6,2291.35
5,6.5,17.3,4.8,2.4,4.1,2.4,7.0,Pune,4,8.1,406.5,3293.04
6,5.7,19.2,3.6,0.0,1.1,5.1,8.3,Mumbai,2,8.8,344.4,3030.75
6,5.1,20.0,2.4,4.1,1.3,4.7,2.9,Bengaluru,3,8.1,272.9,2210.84
2,4.8,23.7,3.3,2.7,1.2,6.5,5.7,Hyderabad,12,8.1,321.3,2602.91
2,5.4,21.5,6.2,4.9,2.6,4.6,4.2,Lucknow,6,7.0,500.5,3503.71
3,5.5,18.0,1.9,3.6,2.4,3.4,7.1,Kolkata,12,7.8,247.9,1933.69
4,6.1,17.2,0.6,4.8,4.2,3.9,5.4,Delhi,12,7.5,190.2,1426.67
2,5.9,22.0,3.3,8.5,2.7,1.5,7.6,Jaipur,5,7.5,345.9,2593.98
3,8.9,18.6,3.2,6.1,3.5,2.8,3.3,Chennai,12,8.1,316.1,2560.63
1,8.7,22.3,0.2,2.8,0.7,1.6,5.1,Pune,8,8.0,178.3,1426.07
5,3.2,19.8,0.4,4.3,3.5,5.1,10.0,Jaipur,6,7.6,215.9,1640.64
4,5.5,24.0,6.3,3.7,2.0,0.8,5.6,Jaipur,6,7.5,479.8,3598.39
3,10.1,17.8,1.6,4.0,1.9,2.6,8.2,Delhi,1,7.5,251.4,1885.37
6,7.7,24.0,5.1,0.4,1.7,1.4,3.9,Delhi,4,7.7,406.3,3128.73
1,7.8,23.0,7.1,5.6,6.0,4.5,3.0,Bengaluru,5,7.7,473.5,3646.29
5,7.6,18.7,3.7,0.0,0.6,3.3,8.8,Kolkata,12,7.9,366.3,2894.08
1,6.3,17.4,1.2,3.5,4.4,3.0,7.6,Mumbai,11,8.6,234.9,2020.21
3,6.9,24.0,6.7,0.0,2.9,1.2,5.2,Lucknow,3,7.3,481.0,3511.26
2,6.0,17.3,1.6,2.1,0.3,5.1,9.3,Delhi,9,7.5,239.4,1795.59
5,9.1,20.9,1.0,3.9,2.4,1.6,4.8,Delhi,1,7.5,234.6,1759.51
1,6.0,21.0,1.0,5.2,0.0,2.4,4.3,Chennai,6,8.4,201.7,1694.57
2,6.7,20.0,3.0,5.5,6.4,3.0,6.0,Hyderabad,6,7.9,325.0,2567.24
4,8.8,22.3,4.3,3.1,2.3,3.8,5.5,Delhi,10,7.3,392.2,2863.07
3,6.2,17.2,0.8,5.5,5.2,2.6,3.7,Hyderabad,5,8.1,221.2,1792.08
3,6.8,24.0,1.0,3.4,5.7,5.2,5.8,Bengaluru,12,8.0,250.9,2007.45
5,6.1,17.5,4.3,2.1,1.9,3.1,6.5,Mumbai,5,8.8,386.7,3402.81
1,6.8,19.6,4.8,4.2,3.1,5.5,7.7,Jaipur,10,7.2,391.4,2817.73
4,6.2,15.7,7.2,1.7,3.4,1.6,11.3,Delhi,5,7.3,473.6,3457.13
6,5.7,23.1,5.2,3.2,6.8,3.8,8.4,Pune,6,8.2,478.2,3921.16
5,5.2,24.0,1.4,2.5,2.6,1.9,3.9,Hyderabad,8,7.9,269.3,2127.75
6,6.6,24.0,2.0,0.4,2.9,2.8,11.4,Chennai,2,8.3,296.9,2464.45
5,9.5,23.4,6.4,4.2,0.2,1.0,6.1,Lucknow,6,7.4,495.0,3663.34
1,8.6,18.9,1.1,3.8,1.2,5.1,6.7,Chennai,1,8.5,222.4,1890.54
4,3.1,20.0,4.7,5.8,2.0,5.1,4.6,Delhi,4,7.6,393.8,2992.53
1,5.9,19.0,1.2,0.0,5.6,4.8,6.0,Kolkata,10,7.9,214.7,1695.91
3,5.4,16.4,4.3,2.1,6.8,4.4,6.0,Jaipur,3,7.6,396.9,3016.4
6,3.1,19.1,2.5,5.8,4.0,7.1,7.4,Mumbai,9,9.0,306.5,2758.31
2,7.7,22.7,2.4,4.6,3.7,3.3,7.8,Pune,3,8.0,313.4,2507.45
3,6.8,17.4,1.5,4.9,4.4,5.5,5.2,Kolkata,6,7.8,245.7,1916.75
3,12.1,13.2,0.8,6.4,1.6,3.0,8.4,Chennai,1,8.3,182.0,1511.0
6,6.2,16.2,4.7,2.0,5.8,3.9,4.9,Hyderabad,12,8.2,387.6,3178.14
5,5.1,22.5,1.4,1.8,0.1,4.2,8.2,Hyderabad,6,8.2,248.6,2038.33
3,4.8,14.8,10.9,5.2,2.1,0.3,4.7,Kolkata,4,7.9,619.7,4895.94
4,5.9,18.6,1.4,4.8,4.3,2.8,3.7,Hyderabad,8,7.9,226.4,1788.79
3,8.5,18.8,2.3,3.2,2.0,2.7,5.4,Chennai,11,8.1,294.7,2387.28
4,8.8,20.8,9.6,3.2,7.9,3.0,5.5,Kolkata,9,7.7,600.3,4622.2
1,14.0,20.7,1.9,1.6,4.3,1.9,4.0,Chennai,4,8.5,261.5,2222.67
5,4.0,21.2,7.6,6.7,5.0,3.2,5.2,Pune,10,8.1,528.1,4277.71
4,7.2,19.6,2.0,7.6,1.5,3.5,4.9,Jaipur,12,7.2,264.3,1902.71
3,5.3,17.2,10.0,5.7,4.9,1.5,6.0,Lucknow,10,7.2,638.8,4599.69
5,7.9,22.7,8.1,4.8,4.6,3.1,7.1,Pune,6,7.8,585.2,4564.24
5,10.5,14.7,2.8,4.7,6.1,2.6,5.8,Pune,1,8.1,296.8,2404.32
4,9.2,22.3,4.4,4.2,0.0,4.8,4.1,Hyderabad,4,7.9,374.6,2958.95
4,4.0,23.4,3.9,0.0,1.4,3.9,5.3,Delhi,7,7.5,362.7,2720.36
2,8.7,24.0,3.9,2.5,3.7,1.8,8.0,Ahmedabad,12,7.6,376.1,2858.51
2,1.7,17.7,6.8,5.1,3.7,4.5,4.7,Hyderabad,1,8.1,461.3,3736.73
5,1.1,18.3,12.0,1.8,2.9,2.9,4.1,Delhi,8,7.7,740.9,5704.63
6,6.4,20.2,3.1,3.8,0.0,3.1,2.9,Chennai,12,8.5,337.9,2872.05
6,8.5,19.9,5.5,5.8,3.4,1.6,4.6,Ahmedabad,10,7.8,431.2,3363.35
2,7.9,22.5,5.0,5.8,3.6,3.3,7.7,Hyderabad,12,8.1,461.7,3740.1
3,11.8,21.6,2.8,5.4,3.0,4.4,4.5,Ahmedabad,11,7.4,325.3,2406.99
1,7.3,18.9,2.5,4.1,2.9,2.6,5.9,Ahmedabad,6,7.6,277.4,2108.24
5,6.7,19.7,5.5,5.1,4.9,5.4,5.0,Bengaluru,5,8.1,459.9,3725.47
1,9.9,22.8,0.7,3.0,2.7,4.4,4.9,Jaipur,10,7.4,224.0,1657.53
2,6.1,16.2,2.6,6.9,0.5,1.7,8.6,Bengaluru,11,7.7,278.3,2143.21
4,8.0,19.3,3.1,0.3,5.8,3.4,5.7,Delhi,9,7.3,290.6,2121.03
5,8.1,21.7,5.7,3.6,5.7,0.9,3.5,Mumbai,2,8.9,418.2,3722.32
2,4.6,16.8,7.0,2.6,2.9,1.6,2.9,Kolkata,5,7.7,431.2,3320.26
3,8.0,12.0,5.5,4.9,4.8,0.4,3.9,Lucknow,6,7.0,391.6,2740.87
5,12.5,24.0,7.8,2.8,0.0,0.6,3.7,Mumbai,7,8.8,535.7,4714.49
5,9.8,19.9,4.9,8.3,2.7,2.6,7.7,Kolkata,5,7.9,422.7,3339.1
6,4.9,16.2,7.2,5.3,0.0,2.7,5.6,Delhi,9,7.3,481.1,3512.15
4,12.8,22.8,3.2,1.5,5.2,3.3,6.1,Delhi,1,7.3,367.0,2679.09
5,8.7,19.4,0.6,0.0,0.0,1.7,5.5,Chennai,7,8.5,196.9,1673.91
4,8.1,16.9,3.3,1.2,2.2,4.3,5.6,Lucknow,10,7.2,304.1,2189.21
2,6.8,21.1,5.2,4.6,3.4,2.7,7.9,Jaipur,7,7.5,415.2,3114.01
3,8.7,20.2,8.5,3.0,4.6,3.5,8.0,Ahmedabad,4,7.6,547.6,4162.0
3,7.3,18.2,0.8,2.4,4.1,0.0,9.6,Bengaluru,9,8.0,201.9,1615.12
